	747.0
ghirlandaio	2.0
ghost	10.0
ghostly	1.0
ghosts	1.0
ghraib	8.0
ghul	2.0
ghur	1.0
gi	1.0
gi00	1.0
giacometti	6.0
gialos	2.0
giambattista	2.0
gianfranco	1.0
giant	39.0
giantbeaked	1.0
giants	3.0
giantwheeled	1.0
gibbering	2.0
gibbon	1.0
gibbons	2.0
gibcobrl	4.0
gibralfaro	2.0
gibraltar	18.0
gibraltarian	1.0
gibraltars	1.0
gibraltarthe	1.0
gibson	2.0
gibsons	3.0
giddylooking	2.0
gielgud	1.0
gift	42.0
gifted	2.0
giftgiving	1.0
gifts	18.0
giftshop	1.0
giftssometimes	1.0
gig	2.0
gigantic	20.0
gigantism	1.0
gikuyu	12.0
gilbert	3.0
gilded	18.0
gildedandcrimson	1.0
giles	4.0
gilgit	1.0
gill	11.0
gilles	4.0
gillingham	1.0
gillispie	2.0
gills	3.0
gilmore	1.0
gilt	3.0
gimbels	1.0
gimmick	1.0
gin	2.0
ginger	1.0
gingerbread	3.0
gingerly	1.0
gingko	1.0
ginsberg	2.0
giordano	1.0
giordanos	1.0
giorno	1.0
giotto	1.0
giovanni	1.0
giovannis	2.0
girae	1.0
giraffe	2.0
giraffes	1.0
giralda	2.0
girdle	4.0
girl	76.0
girlfriend	8.0
girlfriends	2.0
girlgetters	1.0
girlie	1.0
girlif	2.0
girls	74.0
girlsome	2.0
girltry	2.0
girolata	1.0
girondins	2.0
girth	2.0
gis	5.0
gislebertus	2.0
gism	2.0
gitano	1.0
gitche	2.0
gitchegumee	2.0
gitchegumee65	2.0
gittin	1.0
giuliani	5.0
give	162.0
giveandtake	1.0
given	231.0
givens	1.0
givenscenter	2.0
giverny	4.0
gives	54.0
giving	53.0
gl	1.0
glace	2.0
glaces	3.0
glacial	2.0
glacier	13.0
glaciercarved	1.0
glaciers	8.0
glaciologists	1.0
glad	7.0
gladiator	2.0
gladiatorial	1.0
gladiators	1.0
gladly	3.0
gladstones	2.0
glamis	1.0
glamorous	5.0
glamour	2.0
glance	12.0
glanced	2.0
glancing	3.0
gland	4.0
glands	4.0
glantz	1.0
glareis	2.0
glaring	3.0
glaringly	1.0
glasgow	6.0
glasnost	3.0
glass	75.0
glassandstainlesssteel	1.0
glassandsteel	2.0
glassblowers	1.0
glassbottom	1.0
glassbottomed	1.0
glassedin	2.0
glasses	7.0
glassfronted	1.0
glassglass	1.0
glasshouse	1.0
glassmounted	1.0
glasspainting	1.0
glasspaneled	1.0
glassroofed	2.0
glassshuttered	1.0
glasssided	1.0
glassthus	1.0
glasstopped	1.0
glassware	10.0
glaswegian	1.0
glaswegians	1.0
glavya	2.0
glazed	4.0
glazer	2.0
gleam	2.0
gleaming	13.0
gleason	1.0
glee	5.0
glenbow	1.0
glendon	1.0
glenn	3.0
glguaranteed	1.0
glial	7.0
glibly	1.0
glide	2.0
glided	1.0
gliding	2.0
glimmer	2.0
glimpse	18.0
glimpsed	2.0
glimpses	1.0
glinting	2.0
glisten	1.0
glistens	1.0
glitch	2.0
glitches	1.0
glitschen	1.0
glitshen	1.0
glitter	1.0
glittered	1.0
glittering	4.0
gloaming	1.0
gloating	3.0
global	78.0
globalism	2.0
globalization	10.0
globalized	1.0
globally	3.0
globe	9.0
globelike	1.0
globes	2.0
glock	1.0
gloomy	5.0
gloria	1.0
glories	4.0
glorieta	1.0
glorified	2.0
glorify	2.0
gloriosa	2.0
glorious	12.0
glory	19.0
glossaries	2.0
glossariesgreeklatin	1.0
glossary	23.0
glosses	1.0
glossy	2.0
glottal	1.0
gloucester	15.0
glove	3.0
gloved	2.0
gloves	5.0
glow	2.0
glowed	2.0
glowered	1.0
glowing	3.0
glows	1.0
glucose	3.0
glued	1.0
glum	1.0
glur	1.0
glur4	21.0
glut	1.0
glutamate	15.0
glutamate4	1.0
glutamic	1.0
glutinous	1.0
gluts	1.0
glutton	1.0
gluttonizeslobberover	2.0
gluttonous	1.0
gluttons	1.0
glycineserine	3.0
glycoprotein	2.0
gm	2.0
gmbh	1.0
gmc	1.0
gml	6.0
gnarled	3.0
gnc	1.0
gnostoc	2.0
gnp	11.0
gnral	1.0
gnraldegaulle	2.0
gnraux	2.0
gnto	1.0
go	263.0
goa	8.0
goaded	1.0
goading	1.0
goal	34.0
goaldirected	1.0
goaloriented	1.0
goals	55.0
goans	1.0
goat	10.0
goats	7.0
gobbledegook	1.0
gobbledygook	1.0
gobelins	1.0
gobetweens	1.0
gobierno	1.0
gobind	1.0
goblet	1.0
goblin	1.0
god	110.0
god1	1.0
godard	4.0
godawful	1.0
godbey	5.0
goddess	41.0
goddesses	2.0
goddesslike	1.0
goddesss	2.0
gode	2.0
godefroy	3.0
godforsaken	3.0
godhead	1.0
godless	2.0
godley	1.0
godly	2.0
gods	26.0
goel	2.0
goes	55.0
goethe	2.0
goethes	2.0
goffman	1.0
goffmans	1.0
gog	50.0
gogetter	1.0
gogh	17.0
goh	2.0
goin	1.0
going	153.0
goingforward	1.0
goings	1.0
goitre	1.0
gokhale	3.0
gold	83.0
goldandblack	1.0
goldcolored	1.0
golddiggers	1.0
golden	71.0
goldentinted	1.0
goldfarb	1.0
goldfields	1.0
golding	1.0
goldman	1.0
goldminer	1.0
goldmining	2.0
goldnes	2.0
goldrush	1.0
goldsmith	2.0
goldsmiths	6.0
goldtipped	2.0
goldwaternichols	4.0
goldwyn	1.0
golf	43.0
golfe	3.0
golfers	4.0
golfthe	1.0
goliath	2.0
golway	1.0
gombak	1.0
gomer	2.0
gomtanong	1.0
gonaives	2.0
gondolas	2.0
gone	46.0
gongs	2.0
gonk	2.0
gonken	1.0
gonking	1.0
gonkst	1.0
gonna	4.0
gonzales	3.0
gonzalez	1.0
gonzalezbyass	1.0
gonzlez	1.0
goo	3.0
good	426.0
goodby	1.0
goodhumored	2.0
goodlooking	1.0
goodnatured	2.0
goodnessoffit	1.0
goodnight	2.0
goodquality	1.0
goodrington	3.0
goods	196.0
goodsin	1.0
goodsplant	1.0
goodwill	1.0
gooey	1.0
goofy	4.0
gook	5.0
gooks	3.0
goose	6.0
gooseberries	1.0
gooyer	1.0
gopuram	4.0
gordes	2.0
gordon	8.0
gordons	1.0
gore	4.0
gorelick	6.0
goretex	1.0
gorge	14.0
gorgeous	4.0
gorgeously	2.0
gorges	4.0
gorging	4.0
gorillas	5.0
gorm	1.0
goround	2.0
gory	1.0
gosh	6.0
goshen	1.0
gospel	1.0
gospels	2.0
gossip	4.0
got	118.0
gotahikio	2.0
gothe	1.0
gothic	85.0
gothicoriental	1.0
gothicrenaissance	1.0
gothicstyle	1.0
gothictake	1.0
gotta	13.0
gotten	11.0
gouda	1.0
goudeau	1.0
gouffre	1.0
gouging	1.0
goulandris	1.0
gourmandise	2.0
gourmet	9.0
gourmets	3.0
gousses	1.0
gouverneurs	2.0
goven	1.0
govern	3.0
governance	13.0
governed	6.0
governess	1.0
governing	10.0
government	721.0
government13	1.0
governmentacknowledged	1.0
governmental	14.0
governmentare	2.0
governmentrelated	2.0
governmentrun	2.0
governments	121.0
governments2	1.0
governmentsubsidized	1.0
governmentsupported	1.0
governmentswould	1.0
governmentwide	18.0
governor	27.0
governorgeneral	3.0
governors	20.0
governorsgilt	1.0
governs	2.0
govindaswami	2.0
govnewsreleases200302200302147html	1.0
gow	1.0
gowda	2.0
gower	2.0
gowers	2.0
gox	1.0
goya	15.0
goyas	6.0
goyen	3.0
gp	4.0
gpb	1.0
gpcrs	1.0
gpra	5.0
gpragovernment	1.0
gps	8.0
gpsins	2.0
graaff	1.0
grab	3.0
grabbed	4.0
grabbing	1.0
grabs	2.0
grace	19.0
graced	7.0
graceful	11.0
gracefully	5.0
graceless	1.0
graces	3.0
grachts	2.0
gracie	1.0
gracing	3.0
gracious	13.0
graciously	1.0
grade	14.0
graded	1.0
grader	1.0
graders	2.0
grades	6.0
gradespeci	1.0
gradient	5.0
gradients	3.0
grading	1.0
gradual	8.0
gradualist	1.0
gradually	30.0
graduate	17.0
graduated	7.0
graduates	6.0
graduation	3.0
graecophiles	2.0
graeculus	2.0
graffiti	3.0
graham	8.0
grahn	4.0
grail	1.0
grain	11.0
grammaire	1.0
grammar	19.0
grammarand	1.0
grammarians	1.0
grammatical	6.0
grammatically	5.0
gramophones	1.0
gramsci	2.0
gramzay	2.0
gramzay88	2.0
gran	6.0
granada	26.0
granadathe	1.0
granadino	1.0
granary	3.0
grand	114.0
grandchildren	3.0
granddaddy	2.0
granddaughter	1.0
grande	22.0
grandealle	1.0
grandearme	2.0
grander	1.0
granderoe	4.0
granderue	1.0
grandes	2.0
grandesecuries	1.0
grandest	5.0
grandeur	10.0
grandfather	21.0
grandfathers	4.0
grandiloquent	1.0
grandiose	7.0
grandma	2.0
grandmother	10.0
grandmothers	2.0
grandnephew	2.0
grandparents	12.0
grandpr	1.0
grandrue	2.0
grands	6.0
grandson	12.0
grandstand	3.0
grange	4.0
granite	31.0
granja	2.0
granola	2.0
grant	55.0
granted	28.0
granteda	1.0
grantee	22.0
grantees	84.0
grantees2	1.0
granth	1.0
granting	6.0
grants	66.0
grantsinaid	1.0
grantsville	1.0
granule	16.0
granville	4.0
grapeon	1.0
grapes	8.0
grapevine	1.0
grapevines	1.0
graph	4.0
graphed	1.0
graphic	5.0
graphically	3.0
graphics	2.0
graphpad	1.0
graphs	8.0
grappillage	1.0
grapple	1.0
grappled	1.0
gras	2.0
grasp	23.0
grasping	6.0
grasps	2.0
grass	12.0
grasscovered	1.0
grasse	1.0
grasshopper	3.0
grasshoppers	1.0
grassing	1.0
grassland	2.0
grassmarket	8.0
grassroots	2.0
grassy	7.0
grate	1.0
grated	1.0
grateful	7.0
gratefully	1.0
grati	5.0
gratianus	1.0
gratified	2.0
gratifying	5.0
gratifying99	1.0
grating	1.0
gratings	2.0
gration	7.0
gratitude	4.0
gratuitous	1.0
grave	15.0
gravefaced	1.0
gravel	7.0
graveled	1.0
graven	1.0
graves	5.0
graveside	2.0
gravest	1.0
gravestones	2.0
graveyard	1.0
gravida	4.0
gravisphere	1.0
gravissimis	2.0
gravitate	1.0
gravity	6.0
gravityafflicted	2.0
gravy	3.0
gray	19.0
grayling	2.0
graytiled	1.0
grazalema	2.0
graze	7.0
grazie	2.0
grazing	7.0
greased	1.0
greaser	1.0
greasers	2.0
greasy	6.0
great	413.0
greater	112.0
greaterthanusual	1.0
greatest	49.0
greatgrandchildren	2.0
greatgrandson	1.0
greatgreat	4.0
greatly	40.0
greatly19	1.0
greatnephew	2.0
greatness	5.0
greats	1.0
grecian	1.0
greco	20.0
grecoroman	1.0
grecoromanesque	1.0
grecos	10.0
grecques	2.0
greece	12.0
greed	3.0
greedily	2.0
greedy	2.0
greek	104.0
greekderived	1.0
greeklatin	1.0
greekling	1.0
greeks	15.0
greekstyle	1.0
green	104.0
greenbaum	1.0
greenbaums	2.0
greener	1.0
greenery	15.0
greenfield	1.0
greenfly	1.0
greenhouse	4.0
greenhouses	2.0
greenish	1.0
greenland	2.0
greenleaf	1.0
greenly	2.0
greenpeace	1.0
greens	3.0
greensboro	1.0
greenspan	1.0
greenstein	2.0
greenwald	1.0
greenwich	3.0
greenwood1999	1.0
greer	1.0
greet	3.0
greeted	3.0
greeting	8.0
greetings	2.0
greets	2.0
greg	8.0
gregariousness	1.0
gregorian	1.0
gregory	10.0
greige	1.0
grenada	3.0
grenade	2.0
greps	2.0
grequesromaines	2.0
greta	1.0
grevi	1.0
grevys	2.0
grew	73.0
grey	14.0
greyandpink	1.0
greyfriars	7.0
greyish	1.0
greystone	3.0
greyweathered	1.0
gricault	1.0
grid	7.0
griddle	1.0
grids	1.0
grief	1.0
grien	1.0
griens	1.0
grievances	5.0
grieve	1.0
grievous	2.0
griffin	1.0
griffith	6.0
griffiths	1.0
grigorou	1.0
grikos	1.0
grill	5.0
grilled	2.0
grilles	2.0
grillwork	1.0
grim	4.0
grimm	2.0
grimy	1.0
grind	3.0
grinder	2.0
grinding	4.0
gringo	2.0
gringolike	2.0
grings	1.0
grip	3.0
gripping	2.0
grips	4.0
gris	3.0
grisly	3.0
grito	1.0
gritty	5.0
grizzlies	1.0
grizzly	3.0
grnewalds	2.0
groan	1.0
groaned	1.0
groans	2.0
groartigtochter	2.0
groceries	4.0
groceriesoers	1.0
grocery	17.0
grock	2.0
grockle	25.0
grocklebox	1.0
grocklecomforter	1.0
grockles	4.0
grocks	1.0
grocktrap	1.0
groom	2.0
grope	1.0
gropius	1.0
gros	3.0
grose	2.0
groseilliers	2.0
groshorloge	1.0
gross	80.0
grosse	1.0
grossehorloge	1.0
grossi	1.0
grossly	1.0
grossman	3.0
grossmanyour	1.0
grossness	1.0
grote	1.0
grotesque	2.0
grotte	4.0
grotto	5.0
grottos	3.0
grotty	2.0
grouchy	2.0
grouin	1.0
ground	110.0
groundbreaking	1.0
grounded	6.0
groundfault	1.0
groundfloor	3.0
groundless	1.0
groundlevel	1.0
grounds	58.0
groundsthe	1.0
groundwater	2.0
groundwork	1.0
group	225.0
groupbysequence	2.0
grouped	10.0
groupies	2.0
grouping	1.0
groupings	3.0
grouporiented	1.0
groups	141.0
groupsdrug	1.0
groupsportuguese	1.0
groupsthe	1.0
grouse	5.0
grouty	1.0
grove	6.0
grover	1.0
groves	18.0
grow	52.0
grower	1.0
growers	4.0
growing	103.0
growingalthough	1.0
growl	1.0
growls	4.0
grown	40.0
grownup	2.0
grownups	1.0
grows	18.0
growth	293.0
growth2	1.0
growth21	1.0
growtha	1.0
growthmeasured	1.0
growthsince	1.0
gruber	1.0
gruesome	5.0
gruesomely	2.0
gruff	1.0
grundgesetz	2.0
grunge	1.0
grunt	2.0
grunted	2.0
gruyre	2.0
grvin	1.0
grypserka	2.0
gsh1	1.0
gtes	1.0
gtggct	1.0
gthis	1.0
gtp	1.0
gtpcylo	1.0
gu2	1.0
gua	3.0
guadalajara	1.0
guadalevn	1.0
guadalhorce	1.0
guadalmina	1.0
guadalquivir	3.0
guadalupe	9.0
guadarrama	1.0
guadeloupe	1.0
guadiaro	1.0
guadix	1.0
guam	1.0
guanine	1.0
guano	3.0
guantanamo	4.0
guarantee	30.0
guaranteed	23.0
guaranteeing	3.0
guarantees	56.0
guaranteesto	1.0
guarantor	1.0
guard	27.0
guardar	1.0
guarded	9.0
guardian	5.0
guardians	1.0
guarding	5.0
guards	18.0
guatemala	2.0
guatemalanmayan	1.0
guatit	1.0
guerilla	2.0
guerillas	2.0
guernica	2.0
guernsey	1.0
guerra	1.0
guerre	6.0
guerres	2.0
guerriere	1.0
guerrilla	4.0
guerrillas	1.0
guess	27.0
guessed	1.0
guesses	3.0
guessing	1.0
guesswork	2.0
guest	13.0
guesthouse	6.0
guesthouses	1.0
guests	21.0
guestworkers	2.0
guglielmo	1.0
guiana	1.0
guidance	71.0
guidance72	1.0
guide	54.0
guidebooks	1.0
guided	47.0
guidedand	1.0
guidelines	16.0
guideposts	1.0
guides	23.0
guidethat	1.0
guidewho	1.0
guiding	10.0
guido	1.0
guignol	1.0
guigues	1.0
guild	3.0
guildenstern	1.0
guilders	1.0
guildford	2.0
guilds	4.0
guile	1.0
guillaume	3.0
guillaumeleconqurant	1.0
guillemots	3.0
guillermo	1.0
guillotine	9.0
guillotined	2.0
guilt	11.0
guilty	4.0
guimet	1.0
guimiliau	1.0
guindon	1.0
guinea	3.0
guinguette	1.0
guise	3.0
guises	1.0
guitar	5.0
guitarrn	1.0
guitars	1.0
gujarat	3.0
gujarati	1.0
gujral	2.0
gujurati	2.0
guk	1.0
gulf	15.0
gulfs	1.0
guling	1.0
gulisaan	1.0
gull	1.0
gulling	1.0
gulls	2.0
gullying	1.0
gulps	2.0
gum	3.0
gumee	2.0
gumming	2.0
gumum	1.0
gun	34.0
gunaratna	1.0
gunboat	1.0
guncarriage	1.0
gunfire	3.0
gungho	5.0
gungyeh	1.0
gunloving	1.0
gunman	1.0
gunmen	1.0
gunning	3.0
gunnung	1.0
gunpowder	5.0
guns	26.0
gunsboards	1.0
gunships	1.0
gunting	1.0
gunung	9.0
gunwales	1.0
guo	3.0
gupta	5.0
guptas	2.0
gure	1.0
gures	3.0
gurgling	1.0
gurney	4.0
guru	5.0
gushes	2.0
gustav	1.0
gustave	5.0
gut	1.0
gutenberg	3.0
guth	4.0
guthrie	1.0
gutirrez	1.0
gutsy	1.0
gutted	2.0
gutter	2.0
guttural	1.0
gutturals	1.0
guugu	1.0
guy	21.0
guyfavreau	1.0
guys	10.0
guzzlers	2.0
guzzling	4.0
gw	4.0
gym	6.0
gymnasium	1.0
gyncology	1.0
gynt	2.0
gypsies	2.0
gypsy	6.0
gyrating	1.0
gyrgy	2.0
gyrotron	1.0
gyu	1.0
gyzi	1.0
h	62.0
h41	1.0
h63	4.0
h63d	13.0
h7	3.0
ha	13.0
haar	2.0
haarlem	3.0
habebant	2.0
habere	3.0
haberet	2.0
habit	13.0
habitant	1.0
habitants	6.0
habitat	5.0
habitats	3.0
habitatthough	1.0
habits	9.0
habitually	1.0
hablan	1.0
hablo	1.0
habundance	1.0
hac	4.0
hace	1.0
hacen	1.0
hacer	1.0
hackberry	1.0
hacked	1.0
hackensack	2.0
hackerdom	1.0
hacking	1.0
hackish	1.0
had	1130.0
hadam	2.0
haddock	5.0
hadley	45.0
hadleya	1.0
hadleybriefing	1.0
hadleydc	1.0
hadleyneed	1.0
hadleys	1.0
hadnt	5.0
hadrian	2.0
hae	4.0
haec	4.0
hafs	2.0
hafss	1.0
hage	1.0
hagenauer	1.0
haggar	1.0
haggis	3.0
haggling	1.0
hagiography	2.0
hague	3.0
hah	1.0
hahahave	1.0
hahaho	2.0
hahathir	8.0
haida	6.0
haifa	1.0
haig	1.0
haight	3.0
haightashbury	2.0
hail	1.0
hailed	2.0
hails	2.0
haines	1.0
hair	52.0
haircut	4.0
hairdresser	1.0
hairdryers	1.0
hairless	2.0
hairpin	33.0
hairpins	5.0
hairraising	1.0
hairs	2.0
hairy	2.0
hairynosed	1.0
haiti	4.0
haji	2.0
hajj	1.0
hakim	4.0
hakodate	1.0
hal	1.0
hal2000	2.0
haladan	1.0
halberdiers	1.0
halcyon	4.0
haldi	2.0
haley	1.0
half	119.0
halfand	1.0
halfbrother	2.0
halfconcealed	1.0
halfcrown	1.0
halfcyrillic	2.0
halfday	3.0
halfdozen	4.0
halffull	1.0
halfhearted	2.0
halfhidden	1.0
halfhour	3.0
halflifethrough	1.0
halflion	1.0
halfmile	1.0
halfmoon	1.0
halfprice	1.0
halfsister	2.0
halfsite	1.0
halfsize	2.0
halftimbered	3.0
halftrack	1.0
halfway	7.0
halfyear	1.0
halibut	1.0
halifax	13.0
halifaxs	1.0
hall	106.0
halle	1.0
hallenbeck	1.0
halles	14.0
hallform	1.0
hallidie	1.0
hallmark	3.0
hallmarks	3.0
halloffame	1.0
hallow	1.0
hallowed	3.0
halloween	4.0
halls	16.0
hallucinates	2.0
hallucination	4.0
hallucinations	3.0
hallucinogen76	2.0
hallucinogenic	2.0
haloed	2.0
halogenating	1.0
halothane	1.0
halperin	2.0
hals	8.0
halt	5.0
halted	5.0
halves	1.0
halyards	1.0
ham	6.0
hamas	1.0
hambali	29.0
hambalis	11.0
hambeaters	3.0
hambre	5.0
hambriento	1.0
hamburg	20.0
hamburger	2.0
hamburgers	1.0
hamdan	3.0
hameau	2.0
hamed	4.0
hamel	3.0
hamilton	6.0
hamlan	19.0
hamlet	5.0
hamlets	2.0
hammer	4.0
hammerbeam	1.0
hammered	1.0
hammocks	2.0
hammond	3.0
hammurabi	1.0
hampar	1.0
hamper	2.0
hampered	5.0
hampering	1.0
hampshire	7.0
hampstead	2.0
hampton	5.0
hamptons	1.0
hamza	4.0
hamzah	2.0
han	3.0
hancock	7.0
hancockclark	1.0
hand	127.0
handbook	10.0
handbooks	1.0
handcarved	1.0
handclasp	2.0
handcrafted	1.0
handcuffed	4.0
handcuffs	2.0
handed	14.0
handel	1.0
handful	12.0
handguns	2.0
handhold	2.0
handicap	1.0
handicaps	1.0
handicraft	4.0
handicrafts	6.0
handing	8.0
handinhand	1.0
handiwork	1.0
handle	21.0
handled	15.0
handles	3.0
handling	23.0
handmade	5.0
handmanipulated	1.0
handoff	2.0
handoffs	1.0
handoperated	1.0
handprint	1.0
hands	79.0
handsdown	1.0
handset	2.0
handsoff	1.0
handsome	47.0
handsomely	4.0
handsomest	1.0
handson	6.0
handtohand	2.0
handtooled	1.0
handwork	1.0
handwriting	1.0
handwritten	9.0
handy	4.0
hang	20.0
hangars	1.0
hangdog	1.0
hanged	5.0
hangers	3.0
hangerson	2.0
hanggliding	1.0
hanging	15.0
hangout	4.0
hangouts	1.0
hangover	2.0
hangs	5.0
hani	7.0
hanjour	43.0
hanjours	11.0
hanjourthe	1.0
hankow	1.0
hanks	2.0
hanky	2.0
hanlans	1.0
hannachi	1.0
hannah	10.0
hannahs	5.0
hannibal	1.0
hannong	1.0
hanover	5.0
hanrahan	1.0
hans	5.0
hanscom	1.0
hanseatic	3.0
hanuman	1.0
haouari	9.0
hap1p	2.0
haphazardly	1.0
hapless	2.0
happen	28.0
happended	1.0
happened	53.0
happening	15.0
happeninglessness	1.0
happenings	4.0
happens	16.0
happentoo	2.0
happier	4.0
happily	13.0
happiness	9.0
happy	36.0
happygolucky	1.0
haps	1.0
hapsburg	4.0
hapsburgs	1.0
har	1.0
harappa	1.0
harare	6.0
harass	3.0
harassed	2.0
harassing	2.0
harassment	1.0
harb	2.0
harbo	1.0
harbor	126.0
harborfront	2.0
harbormasters	1.0
harbors	8.0
harborside	3.0
harbour	14.0
harbourfront	4.0
harcourt	3.0
hard	87.0
hardboiled	1.0
hardcastle	1.0
hardcore	2.0
hardcover	2.0
hardearned	3.0
hardened	2.0
hardening	1.0
hardens	2.0
harder	16.0
hardest	2.0
hardesthit	2.0
hardi	1.0
hardiest	1.0
hardly	15.0
hardouinmansart	2.0
hardship	3.0
hardshipknowledge	1.0
hardships	4.0
hardt	4.0
hardtointerpret	1.0
hardtoreach	1.0
hardtotranslate	1.0
hardware	8.0
hardwood	4.0
hardwoods	1.0
hardworking	4.0
hardy	10.0
hare	3.0
harem	3.0
harena	1.0
harff	1.0
harina	1.0
hark	1.0
harkness	1.0
harlan	1.0
harlem	2.0
harm	11.0
harmed	4.0
harmful	1.0
harming	1.0
harmless	2.0
harmon	1.0
harmonic	3.0
harmonious	11.0
harmoniously	2.0
harmonium	4.0
harmonize	4.0
harmony	15.0
harmreduction	2.0
harms	1.0
harness	4.0
harnessed	1.0
harnesses	1.0
harold	1.0
harp	1.0
harpe	2.0
harper	8.0
harpercollins	2.0
harpole	1.0
harpoon	1.0
harried	7.0
harriet	2.0
harris	11.0
harrison	3.0
harriss	2.0
harrowing	2.0
harry	9.0
harrys	1.0
harsh	11.0
harshavardhana	1.0
harsher	4.0
harshly	2.0
harshness	2.0
hart	5.0
hartal	2.0
hartman	1.0
hartmanalong	1.0
hartwell	4.0
harvard	28.0
harvards	1.0
harvest	5.0
harvested	5.0
harvesting	3.0
harvests	2.0
harvey	2.0
has	1818.0
hasan	1.0
hasbeens	2.0
hashim	1.0
hashoah	1.0
hasnt	10.0
hassan	4.0
hassles	3.0
hasta	1.0
haste	4.0
hasten	1.0
hastened	1.0
hastens	2.0
hastily	1.0
hastings	8.0
hasto	1.0
hat	5.0
hatagged	1.0
hatbands	1.0
hatch	1.0
hatchability	1.0
hatched	2.0
hatcheries	1.0
hatching	2.0
hate	7.0
hated	5.0
hateful	1.0
hates	3.0
hathaway	1.0
hating	1.0
hatley	2.0
hatred	3.0
hats	8.0
hattie	1.0
hau	1.0
haub	3.0
haul	3.0
hauled	3.0
hauling	3.0
haunt	8.0
haunted	3.0
haunting	2.0
haunts	1.0
haussmann	6.0
haussmanns	3.0
haut	1.0
haute	8.0
hautecombe	1.0
hautenormandie	1.0
hautkoenigsbourg	1.0
hautotsurmer	1.0
hautvillers	1.0
havana	3.0
have	2294.0
havelok	1.0
haven	16.0
havens	4.0
havent	8.0
havequick	2.0
haviland	1.0
having	155.0
havoc	1.0
havre	3.0
hawaii	4.0
hawaiis	1.0
hawala	4.0
hawaladar	7.0
hawaladars	7.0
hawalas	2.0
hawk	2.0
hawker	1.0
hawks	1.0
hawksbill	2.0
hawsawi	6.0
hawsawis	1.0
hawser	1.0
hawsers	2.0
hawthornbank	1.0
hawthorne	4.0
hawthornes	2.0
hay	10.0
hayashi	2.0
haydar	1.0
hayden	4.0
haye	2.0
hayek	4.0
haymarket	1.0
hays	1.0
haystack	2.0
haywagons	1.0
hayward	2.0
haywire	1.0
hayworth	1.0
hazard	6.0
hazardous	15.0
hazards	2.0
haze	2.0
hazelnuts	1.0
hazelton	1.0
hazmat	1.0
hazmi	113.0
hazmiabdullah	1.0
hazmimihdhar	1.0
hazmis	16.0
haznawi	8.0
hazy	2.0
hbc	5.0
hbert	2.0
hbss	4.0
hctar	2.0
hctars	1.0
hd100cau	1.0
hds	13.0
he	1834.0
head	128.0
head74	1.0
headache	1.0
headdress	3.0
headdresses	2.0
headed	18.0
headhunting	3.0
headier	2.0
heading	35.0
headless	2.0
headlights	1.0
headline	5.0
headmen	1.0
headneck	1.0
headphones	1.0
headquarters	69.0
heads	27.0
headscarf	3.0
headsiwin	1.0
headsmashedin	1.0
headssome	1.0
headstones	3.0
headstrong	1.0
headword	1.0
headwords	2.0
heady	3.0
heal	4.0
healer	2.0
healing	14.0
health	147.0
healthbased	1.0
healthcare	1.0
healthfood	1.0
healthier	1.0
healthy	27.0
healthylooking	1.0
healthyto	1.0
heap	1.0
heapa	1.0
heaping	1.0
hear	73.0
heard	61.0
hearing	26.0
hearings	5.0
hears	4.0
hearst	9.0
hearsts	5.0
heart	95.0
heartbeat	2.0
heartening	1.0
hearths	1.0
hearthside	1.0
heartland	6.0
heartlandmississauga	1.0
heartlessness	1.0
hearts	10.0
heartshaped	1.0
hearttohearts	2.0
heartwarming	1.0
hearty	1.0
heat	46.0
heated	3.0
heater	2.0
heath	3.0
heather	1.0
heathrow	3.0
heatinactivated	2.0
heating	3.0
heatresistant	1.0
heats	1.0
heatshock	1.0
heaved	1.0
heaven	12.0
heavengazing	1.0
heavenly	4.0
heavens	8.0
heavenwards	1.0
heavier	2.0
heaviest	1.0
heavily	20.0
heavilyfinnish	2.0
heaving	1.0
heavy	40.0
heavyknitted	1.0
heavylidded	1.0
heavyweight	1.0
heber	1.0
hebrew	16.0
hebrewlatin	1.0
hebrews	3.0
heck	1.0
heckle	1.0
hectares	22.0
hectares130600	1.0
hectic	4.0
hector	2.0
hed	40.0
hedged	1.0
hedges	2.0
hedonics	2.0
hedonism	1.0
hedonistic	2.0
heed	1.0
heeding	4.0
heedless	2.0
heel	1.0
heels	4.0
heer	1.0
hefty	2.0
heh	4.0
hehhehheh	1.0
hehs00101	1.0
heian	3.0
heiankyo	1.0
heidegger	10.0
height	21.0
heighten	3.0
heightened	2.0
heightenedthreat	1.0
heightens	1.0
heights	13.0
heights29	1.0
heinous	1.0
heinrich	1.0
heinrichs	1.0
heir	10.0
heirs	4.0
heisenberg	12.0
heisenberg101	2.0
heisenbergs	2.0
hela	7.0
helaman	1.0
held	229.0
heldenleben	2.0
helds	1.0
helen	1.0
helena	6.0
helens	1.0
helga	2.0
heliborne	1.0
helicopter	27.0
helicopters	8.0
helilift	1.0
helipad	1.0
helispot	1.0
hell	23.0
hellenic	2.0
hellenistic	3.0
hellfire	4.0
hellish	2.0
hello	11.0
hells	5.0
helm	1.0
helmets	1.0
help	228.0
help8	1.0
helped	52.0
helpers	3.0
helpful	28.0
helping	36.0
helpingalong	1.0
helpless	1.0
helplessness	1.0
helpmate	1.0
helps	28.0
helptransit	1.0
hematite	1.0
heme	1.0
hemingway	3.0
hemingways	2.0
hemisphere	1.0
hemispheres	6.0
hemispheric	1.0
