	22.0
remua	1.0
remuaient	1.0
remuait	3.0
remue	1.0
remuer	1.0
rencognrent	1.0
rencontr	7.0
rencontra	1.0
rencontre	9.0
rencontrer	4.0
rencontres	1.0
rend	4.0
rendaient	2.0
rendait	5.0
rendant	1.0
rende	1.0
rendent	1.0
rendezvous	4.0
rendirent	2.0
rendit	11.0
rendormi	2.0
rendrait	1.0
rendre	13.0
rends	4.0
rendu	16.0
renferme	1.0
renifla	2.0
reniflaient	1.0
reniflait	1.0
renona	2.0
renonant	1.0
renonc	1.0
renonce	1.0
renouveler	1.0
renseignements	1.0
rentr	1.0
rentra	1.0
rentrant	1.0
rentre	2.0
rentrer	3.0
rentrions	1.0
renversait	1.0
renversant	3.0
renverse	1.0
renverser	2.0
renvoy	8.0
renvoyer	10.0
renvoyezle	1.0
renvoys	3.0
reois	1.0
reoivent	1.0
repartait	1.0
reparti	1.0
repartir	3.0
repartirent	2.0
repartit	2.0
repas	4.0
repassait	1.0
repensait	2.0
repenserez	1.0
replia	1.0
replies	1.0
replongea	1.0
replongeaient	1.0
replte	4.0
repos	2.0
reposa	2.0
repose	1.0
repoussant	2.0
repousse	1.0
repousser	1.0
repr	1.0
reprend	4.0
reprendre	8.0
reprenne	1.0
reprer	2.0
reprirent	2.0
repris	5.0
reprise	1.0
reprises	4.0
reprit	12.0
repritelle	2.0
repritil	2.0
reprocher	2.0
reprsentait	4.0
reprsentant	1.0
reprsente	1.0
reprsents	1.0
reptile	3.0
reptiles	1.0
requte	1.0
rescousse	1.0
respect	1.0
respectives	2.0
respira	2.0
respirant	2.0
respiration	4.0
respirer	3.0
responsable	3.0
ressaisissezvous	1.0
ressaisit	1.0
ressemblaient	2.0
ressemblait	12.0
ressemble	3.0
ressembler	1.0
ressemblerait	1.0
ressembles	1.0
ressemblt	1.0
ressenti	3.0
ressentir	2.0
ressentit	4.0
resserrait	1.0
ressort	1.0
ressortir	2.0
ressortirez	1.0
rest	4.0
resta	21.0
restaient	2.0
restait	20.0
restant	1.0
restaurant	1.0
reste	25.0
restent	2.0
rester	16.0
restera	1.0
resteraient	1.0
resterez	1.0
restes	2.0
restez	2.0
restiez	1.0
restrent	9.0
retard	7.0
retarder	3.0
retards	1.0
retenait	2.0
retenant	2.0
retenir	4.0
retentir	1.0
retentirent	1.0
retentissait	1.0
retentit	8.0
retenu	1.0
retenue	4.0
retenues	2.0
retint	1.0
retirant	1.0
retirer	2.0
retomber	2.0
retour	9.0
retourn	1.0
retourna	16.0
retournaient	2.0
retournait	3.0
retournant	4.0
retourne	7.0
retourner	11.0
retournes	2.0
retournez	1.0
retourniez	1.0
retournrent	5.0
retroussait	1.0
retrouv	7.0
retrouva	6.0
retrouvaient	1.0
retrouvais	1.0
retrouve	4.0
retrouver	16.0
retrouveront	1.0
retrouvrent	5.0
retrouvs	1.0
reu	12.0
reue	1.0
reurent	1.0
revanche	12.0
revenaient	1.0
revenait	4.0
revenant	1.0
revenez	1.0
revenir	12.0
revenons	1.0
revenu	3.0
revenue	3.0
revenus	3.0
reverraient	1.0
reverrons	1.0
revers	3.0
reviendra	1.0
reviendrai	3.0
reviendrez	1.0
reviendrons	1.0
reviens	1.0
revint	14.0
revit	1.0
revoir	7.0
revoyait	3.0
revtaient	1.0
revtant	1.0
revtu	1.0
revtue	1.0
revue	1.0
revues	1.0
rezdechausse	2.0
rflchi	2.0
rflchir	5.0
rflchissait	3.0
rflchissons	1.0
rflchit	3.0
rflexion	1.0
rfugier	2.0
rgion	3.0
rgions	2.0
rglable	1.0
rgle	3.0
rglement	5.0
rglements	1.0
rgles	6.0
rglisse	1.0
rgna	1.0
rgnait	4.0
riait	3.0
riant	1.0
ricana	1.0
ricanement	2.0
ricanrent	2.0
riche	2.0
richesse	1.0
rictus	2.0
rid	1.0
rideau	1.0
rideaux	5.0
rides	1.0
ridicule	2.0
ridicules	1.0
ridiculiser	2.0
rie	1.0
rien	133.0
rieurs	1.0
rigide	1.0
rigoureux	1.0
rire	34.0
rires	1.0
risd	7.0
risqu	1.0
risqua	1.0
risque	5.0
risquer	1.0
risques	4.0
risquez	1.0
rivage	1.0
rive	2.0
rivires	1.0
rivs	1.0
riz	1.0
rjoui	1.0
rjouissait	1.0
rjouissantlanne	1.0
rjouissezvous	1.0
rle	3.0
ro	1.0
roald	1.0
roastbeef	1.0
robe	23.0
robes	6.0
robinet	1.0
roc	1.0
rocher	8.0
rocheux	1.0
rodo	1.0
rogue	159.0
roi	1.0
roman	2.0
rompit	3.0
rompre	1.0
ron	395.0
ronald	3.0
ronan	15.0
rond	1.0
ronde	3.0
rondelette	1.0
rondes	1.0
ronds	4.0
ronflait	2.0
ronflements	1.0
ronfler	1.0
rong	1.0
rongeant	1.0
ronger	1.0
ronil	1.0
rose	9.0
rosirent	1.0
roublards	1.0
rouge	17.0
rougeoyaient	1.0
rouges	3.0
rougetres	1.0
rougi	1.0
rougir	2.0
rougissant	1.0
roul	1.0
roula	3.0
roulaient	1.0
roulant	1.0
rouleau	3.0
rouler	1.0
roules	1.0
roulrent	4.0
roumanie	5.0
rousse	1.0
rousseur	4.0
route	4.0
routire	2.0
rouvrir	1.0
rouvrit	2.0
roux	6.0
rowling	5.0
royaume	1.0
rp	2.0
rpandaient	1.0
rpandait	4.0
rpandant	1.0
rpandit	2.0
rpandre	3.0
rpandue	1.0
rparer	1.0
rpartir	2.0
rpartis	4.0
rpartit	1.0
rpartition	2.0
rpercuts	1.0
rpeux	1.0
rpliqua	29.0
rpliquatelle	1.0
rpliquatil	1.0
rplique	1.0
rpliquer	1.0
rpondait	4.0
rpondirent	1.0
rpondit	93.0
rponditelle	2.0
rponditil	1.0
rpondre	16.0
rpondsmoi	1.0
rpondu	6.0
rponse	11.0
rponses	3.0
rprimanda	1.0
rprimandaient	1.0
rprimer	1.0
rprobateur	1.0
rpt	1.0
rpta	11.0
rptait	1.0
rptaitil	1.0
rptant	1.0
rpte	2.0
rptenous	1.0
rpter	2.0
rpugnante	1.0
rputation	2.0
rserv	2.0
rservait	1.0
rserve	10.0
rservs	2.0
rsident	1.0
rsign	2.0
rsigna	1.0
rsist	1.0
rsistaient	1.0
rsister	1.0
rsonna	3.0
rsonnaient	1.0
rsonnait	1.0
rsonner	1.0
rsoudre	1.0
rsultat	5.0
rsultats	3.0
rtablir	1.0
rtablissement	2.0
rticence	1.0
rtie	1.0
rties	1.0
rtrci	1.0
rtrcirent	1.0
rtrcis	1.0
rtroviseur	1.0
rua	3.0
ruban	5.0
rubeus	3.0
rudits	1.0
rue	28.0
rueces	1.0
ruer	1.0
rues	1.0
rugissement	2.0
rugissements	1.0
rugit	3.0
rugitil	1.0
ruine	3.0
ruisseau	2.0
ruisselant	2.0
ruisselants	1.0
rumeur	5.0
rumeurs	2.0
runis	1.0
rurent	1.0
rusard	50.0
ruse	1.0
russi	40.0
russir	6.0
russit	3.0
rv	6.0
rvait	2.0
rve	12.0
rveil	1.0
rveill	1.0
rveilla	8.0
rveillait	2.0
rveille	5.0
rveillent	1.0
rveiller	10.0
rveillon	2.0
rveillrent	1.0
rver	1.0
rverbre	2.0
rverbres	1.0
rves	3.0
rveur	1.0
rviser	3.0
rvisions	5.0
rvl	3.0
rvla	1.0
rvlant	1.0
rvle	2.0
rvler	4.0
rvlerait	1.0
rvlerons	1.0
rvoltante	1.0
rythme	1.0
s	1.0
sa	355.0
sabattit	2.0
sabliers	1.0
sabot	1.0
sabots	3.0
sac	7.0
saccrocha	1.0
saccrocher	3.0
saccroupissant	1.0
saccroupit	1.0
sachant	1.0
sache	2.0
sachent	1.0
saches	1.0
sachet	1.0
sacheter	2.0
sachets	1.0
sachez	2.0
sacr	3.0
sacrifices	1.0
sadossa	1.0
sadressa	1.0
sadressait	2.0
sadressant	1.0
saffairaient	1.0
saffairait	1.0
saffaissrent	1.0
saffinait	1.0
sage	3.0
sages	1.0
sagissait	7.0
sagissaitil	1.0
sagit	6.0
sagitait	1.0
sagitil	1.0
sahara	1.0
saints	1.0
sais	68.0
saisi	2.0
saisir	4.0
saisissant	5.0
saisit	4.0
saison	2.0
saistu	3.0
sait	19.0
sajoutait	1.0
sale	3.0
sales	1.0
salet	1.0
salignaient	4.0
salive	4.0
salle	100.0
salles	2.0
sallongea	1.0
sallonger	1.0
salluma	1.0
sallumrent	1.0
sallyanne	1.0
salon	7.0
salu	1.0
saluer	3.0
salurent	1.0
salut	4.0
samedi	7.0
samusait	1.0
samuse	1.0
samuser	4.0
samusrent	1.0
sance	3.0
sances	4.0
sandwich	1.0
sandwiches	4.0
sang	24.0
sangfroid	1.0
sanglant	6.0
sanglante	3.0
sanglota	4.0
sanglotatil	1.0
sangloter	2.0
sanglots	3.0
sanima	1.0
sans	133.0
sant	1.0
sapercevaient	1.0
sapercevait	1.0
sapercevoir	3.0
sapercevront	1.0
saperoive	1.0
saperut	3.0
saphirs	1.0
sapin	5.0
saplatit	1.0
sappelait	7.0
sappelle	4.0
sappelletelle	1.0
sappelletil	1.0
sappliquait	1.0
sapprocha	10.0
sapprochant	2.0
sapprochrent	4.0
sapprtait	4.0
sappuyant	1.0
sappuyer	1.0
sardine	1.0
sarracha	3.0
sarrachant	1.0
sarracher	2.0
sarrangeait	1.0
sarrangerait	1.0
sarrta	15.0
sarrter	7.0
sarrtrent	3.0
sasseoir	7.0
sasseyait	1.0
sassirent	3.0
sassit	13.0
sassombrit	1.0
sassurer	3.0
satellites	1.0
satisfaction	1.0
satisfaisants	1.0
satisfait	2.0
satisfaite	1.0
sattaqua	1.0
sattaquer	2.0
sattarda	2.0
sattendaient	1.0
sattendait	7.0
sattendre	1.0
sattnue	1.0
sauces	2.0
saucisse	2.0
saucisses	7.0
saucisson	2.0
sauf	13.0
saugrenue	1.0
saule	1.0
saura	2.0
saurait	2.0
sauras	1.0
sauront	1.0
saut	3.0
sauta	6.0
sautait	3.0
sautant	1.0
sauter	3.0
sautes	1.0
sautillant	1.0
sautorisant	1.0
sauv	5.0
sauvage	4.0
sauvages	2.0
sauve	1.0
sauver	7.0
savaient	8.0
savais	15.0
savait	42.0
savaitil	1.0
savana	14.0
savanaient	2.0
savanait	3.0
savent	3.0
savez	8.0
savezvous	2.0
saviez	3.0
savions	2.0
savise	1.0
savoir	37.0
savons	1.0
savrait	1.0
sbranla	2.0
scandaient	1.0
scandale	2.0
scandaleuse	1.0
scandalis	1.0
scarabe	1.0
scarabes	2.0
scartrent	1.0
sceau	1.0
schanger	1.0
schappa	2.0
schappait	1.0
schapper	3.0
sche	4.0
schement	12.0
sches	2.0
science	1.0
scintillante	1.0
scintillantes	1.0
scintillants	1.0
sclaircit	3.0
sclipsrent	1.0
scolaire	3.0
scolaires	4.0
scolarit	1.0
scoula	1.0
scouler	1.0
scoulerait	1.0
scrasa	4.0
scria	25.0
scriaitil	1.0
scriatelle	3.0
scriatil	6.0
scrier	1.0
scrirent	1.0
scrit	1.0
scruta	2.0
scrutaient	1.0
scrutant	3.0
scruter	1.0
sculpt	1.0
sculptes	1.0
scurit	3.0
se	793.0
seamus	14.0
seau	2.0
sec	6.0
second	5.0
seconde	5.0
secondes	6.0
secou	1.0
secoua	2.0
secouant	1.0
secoue	1.0
secours	2.0
secous	1.0
secret	16.0
secrets	3.0
secrtaire	1.0
secrte	2.0
secs	1.0
section	1.0
seffaa	1.0
seffaaient	1.0
seffondra	4.0
seffondrer	3.0
seffora	5.0
sefforait	1.0
sefforant	3.0
sefforcer	2.0
seigneur	1.0
sein	2.0
seize	1.0
selon	3.0
sem	1.0
semaine	19.0
semaines	8.0
sembla	11.0
semblable	8.0
semblables	2.0
semblaient	6.0
semblait	48.0
semblant	8.0
semble	3.0
semblerait	1.0
semblrent	2.0
semer	2.0
sempara	2.0
sempare	1.0
semparer	7.0
sempcher	3.0
semporta	1.0
sempressa	6.0
sen	40.0
sendorme	1.0
sendormir	2.0
sendormit	1.0
sendort	1.0
senfonait	2.0
senfonant	1.0
senfoncer	1.0
senfoncrent	2.0
senfuient	1.0
sengagea	2.0
sengageait	1.0
sengagrent	1.0
sengouffra	1.0
sengouffrrent	3.0
sennuie	1.0
senroula	1.0
senroulant	1.0
senrouler	3.0
sens	13.0
sensation	8.0
sensuivit	2.0
sentaient	2.0
sentait	12.0
sentant	2.0
sentassaient	3.0
sente	1.0
sentendit	1.0
senti	3.0
sentier	4.0
sentiment	6.0
sentiments	2.0
sentir	3.0
sentirent	2.0
sentit	32.0
sentranaient	1.0
sentraner	3.0
senveloppa	2.0
senvelopprent	1.0
senvola	2.0
sept	12.0
septembre	4.0
septime	1.0
sera	28.0
serai	4.0
seraient	3.0
serais	15.0
serait	25.0
seraitce	2.0
seras	9.0
serdaigle	13.0
serein	1.0
sereins	1.0
serez	6.0
seriez	1.0
serions	2.0
serment	1.0
serons	1.0
seront	2.0
serpent	20.0
serpentaient	1.0
serpentait	2.0
serpentard	60.0
serpentardadrian	1.0
serpentardce	1.0
serpents	2.0
serr	8.0
serra	11.0
serraient	1.0
serrait	1.0
serrant	6.0
serre	3.0
serrer	9.0
serres	5.0
serrrent	1.0
serrs	1.0
serrure	8.0
serstoi	4.0
sert	5.0
servaient	1.0
servait	3.0
servent	1.0
servez	1.0
servi	4.0
servir	9.0
servira	3.0
servirai	1.0
servirait	1.0
servirpourrait	1.0
servit	2.0
ses	222.0
sescrimer	1.0
sessuya	2.0
sessuyant	2.0
sessuyer	1.0
sest	44.0
seuil	2.0
seul	43.0
seule	26.0
seulement	7.0
seules	2.0
seuls	11.0
severus	5.0
sexclama	25.0
sexclamatil	8.0
sexclamrentils	1.0
sexcuser	1.0
sexcuta	1.0
sexercer	1.0
sexpliquer	1.0
sexprima	1.0
sextrayait	1.0
sfier	1.0
sgara	1.0
sgosillant	1.0
shabilla	2.0
shabillaient	1.0
shabiller	2.0
si	246.0
sicle	4.0
sicles	1.0
sien	3.0
sienne	1.0
siens	1.0
siffla	2.0
sifflait	2.0
sifflante	3.0
sifflatil	1.0
sifflement	5.0
sifflements	1.0
siffler	3.0
sifflet	5.0
sige	5.0
siges	3.0
sign	1.0
signal	1.0
signala	1.0
signalait	1.0
signaler	1.0
signalisation	1.0
signature	1.0
signe	21.0
signes	8.0
signifiait	3.0
signifie	4.0
signifies	1.0
sil	82.0
silence	39.0
silencieuse	2.0
silencieusement	3.0
silencieux	8.0
silhouette	14.0
silhouettes	1.0
sillage	1.0
sillonnait	1.0
sils	18.0
simmobilisa	3.0
simple	7.0
simplement	28.0
simples	1.0
sinclina	2.0
sinclinant	1.0
sinclinrent	1.0
sindigna	1.0
sinfiltra	1.0
singulirement	4.0
sinistre	7.0
sinistres	1.0
sinon	12.0
sinquita	3.0
sinquite	1.0
sinquiter	3.0
sinscrire	1.0
sinsinuaient	1.0
sinsinue	1.0
sinstalla	2.0
sinstaller	5.0
sinstallrent	2.0
sinterrompit	5.0
sintressa	1.0
sintressait	1.0
sintroduire	1.0
sir	3.0
sirius	2.0
sirrita	1.0
situ	3.0
situation	3.0
situe	4.0
situes	1.0
siv	1.0
six	12.0
sixime	3.0
sjour	1.0
sjourner	1.0
slana	1.0
slargit	1.0
slection	1.0
slectionn	1.0
slectionner	1.0
slections	1.0
sleva	12.0
slever	3.0
slevrent	6.0
sloigna	9.0
sloignait	1.0
sloignant	2.0
sloigner	6.0
smarties	1.0
smelting	2.0
snerva	2.0
sobstinent	1.0
soccupait	2.0
soccuper	2.0
soccupera	1.0
soi	3.0
soie	3.0
soient	4.0
soif	1.0
soigner	5.0
soigneusement	8.0
soin	2.0
soir	23.0
soire	5.0
soirl	4.0
soirs	1.0
sois	6.0
soit	45.0
soixantaine	1.0
soixante	2.0
soixantecinq	1.0
soixantecinquime	1.0
soixantedix	1.0
soixantedouze	2.0
sol	42.0
solde	1.0
sole	1.0
soleil	12.0
solide	2.0
solidement	2.0
solution	2.0
sombra	1.0
sombre	14.0
sombrement	1.0
sombrer	1.0
sombres	3.0
sommeil	8.0
sommes	4.0
sommet	17.0
somnifre	1.0
somnolait	1.0
somnolence	1.0
somnolents	1.0
somptueux	1.0
son	461.0
songea	4.0
songeait	1.0
songer	1.0
songeur	2.0
sonna	3.0
sonnait	1.0
sonner	1.0
sonnerie	1.0
sonnette	1.0
sonore	5.0
sonores	4.0
sont	91.0
sontils	3.0
sorcellerie	9.0
sorcier	44.0
sorciers	35.0
sorcierstu	1.0
sorcire	10.0
sorcires	5.0
sorienta	1.0
sornettes	1.0
sort	21.0
sortaient	2.0
sortait	1.0
sortant	3.0
sorte	9.0
sortes	5.0
sortez	5.0
sorti	5.0
sortie	4.0
sortiez	1.0
sortilge	5.0
sortilges	6.0
sortir	15.0
sortiras	3.0
sortirent	6.0
sortirons	1.0
sortis	2.0
sortit	27.0
sorts	6.0
sotte	1.0
sottises	1.0
sou	1.0
souafle	17.0
soubresauts	1.0
souche	1.0
souci	1.0
soucier	1.0
soucis	1.0
soudain	70.0
soudaine	1.0
soudainement	2.0
souffl	1.0
souffla	1.0
soufflant	3.0
soufflatil	2.0
souffle	15.0
soufflent	1.0
souffler	1.0
souffraient	1.0
souffrance	2.0
souffrances	2.0
souffrir	2.0
souhaitaient	1.0
souhaitait	1.0
souhaite	1.0
souhaitent	1.0
souhaiter	1.0
souhaitrent	1.0
soulag	6.0
soulagement	10.0
soulags	1.0
souleva	3.0
soulevant	1.0
soulever	2.0
soumet	1.0
soumettent	1.0
soupir	2.0
soupira	14.0
soupiratil	1.0
souple	4.0
souponnait	4.0
souponner	1.0
souponneux	1.0
sourcils	9.0
sourd	5.0
sourde	2.0
souriaient	3.0
souriait	10.0
souriant	4.0
souriante	3.0
sourire	29.0
sourires	3.0
souris	5.0
sourit	7.0
sous	56.0
sousbois	2.0
soussol	1.0
soussols	2.0
souterrain	2.0
souterraine	1.0
soutint	1.0
souvenait	6.0
souvenant	1.0
souvenezvous	1.0
souvenir	12.0
souvenirs	2.0
souvent	9.0
souviendrez	1.0
souviens	7.0
souvienstoi	3.0
souvient	3.0
souvientelle	2.0
souvint	4.0
souvraient	1.0
souvrait	1.0
souvrir	1.0
souvrit	7.0
soyez	7.0
sparait	3.0
sparer	2.0
sparment	1.0
spcialement	1.0
spectacle	5.0
spectaculaire	2.0
spectateurs	3.0
spectre	2.0
spinnet	3.0
splendides	1.0
sport	3.0
sportives	1.0
sportsauf	1.0
sr	57.0
sre	2.0
srement	11.0
srez	1.0
srieusement	2.0
srieux	3.0
srs	1.0
stade	5.0
staient	23.0
stait	69.0
staitil	1.0
stalactite	2.0
stalactites	1.0
stalagmite	1.0
stalagmites	1.0
stalaient	1.0
standard	1.0
stands	1.0
statue	4.0
statuettes	1.0
steak	1.0
steaks	1.0
steignit	3.0
steindre	1.0
stendait	1.0
stendit	1.0
sterling	1.0
stirant	1.0
stonna	5.0
stratgies	1.0
stre	2.0
stricte	2.0
studio	1.0
stupfaction	2.0
stupfait	8.0
stupfaite	3.0
stupfiant	1.0
stupfiez	1.0
stupide	5.0
stupides	4.0
su	4.0
subi	2.0
subir	2.0
subissent	1.0
substance	1.0
substances	2.0
subtile	1.0
succs	2.0
sucette	1.0
sucrier	1.0
sueur	6.0
suffi	2.0
suffira	2.0
suffirait	1.0
suffisamment	15.0
suffisant	1.0
suffisante	1.0
suffit	16.0
suffoqu	2.0
suggra	7.0
suggre	1.0
suis	83.0
suit	1.0
suite	17.0
suivaient	3.0
suivait	2.0
suivant	9.0
suivante	2.0
suivants	1.0
suivent	1.0
suivezmoi	7.0
suivi	7.0
suivie	3.0
suiviez	1.0
suivirent	6.0
suivis	2.0
suivit	4.0
suivre	14.0
suivrez	1.0
sujet	15.0
sujets	1.0
superbe	1.0
supplante	1.0
supplia	1.0
suppliant	1.0
supplice	1.0
supplmentaire	2.0
supplmentaires	3.0
supportait	3.0
supporter	3.0
supporters	5.0
suppose	1.0
suppositions	1.0
supprim	1.0
supprimait	1.0
supprimer	1.0
suprme	2.0
sur	467.0
suraigu	3.0
surent	1.0
surexcit	3.0
surface	3.0
surgir	3.0
surgirent	3.0
surgissant	1.0
surgit	1.0
surmonts	1.0
surpasse	1.0
surprenant	2.0
surprend	1.0
surprendre	1.0
surpris	11.0
surprise	12.0
surprises	9.0
surrey	1.0
sursaut	4.0
sursauta	2.0
sursautant	1.0
sursauter	2.0
surtout	10.0
survcu	1.0
surveillait	2.0
surveillance	1.0
surveille	1.0
surveillent	2.0
surveiller	1.0
surveillera	1.0
surveilles	1.0
survivant	2.0
survivre	3.0
survol	1.0
susan	2.0
susciter	1.0
suspendait	1.0
suspendit	1.0
suspendu	4.0
suspendues	2.0
suspendus	1.0
sut	1.0
svanouir	3.0
svanouit	1.0
sveilla	1.0
sveillrent	1.0
svir	1.0
svre	5.0
svres	1.0
sy	19.0
syllabe	1.0
symbole	1.0
symboles	1.0
sympathie	5.0
sympathique	2.0
t	89.0
ta	44.0
tabatire	1.0
tabatireelle	1.0
table	41.0
tableau	7.0
tableaux	2.0
tables	6.0
tablir	1.0
tabouret	11.0
tabourets	2.0
tache	6.0
taches	8.0
tacheter	2.0
tage	15.0
tages	2.0
tagre	1.0
tagres	7.0
tai	5.0
taide	1.0
taider	2.0
taiderait	1.0
taient	111.0
taille	20.0
tailles	3.0
taillescuivre	1.0
tain	3.0
taire	2.0
tais	5.0
taisezvous	3.0
taisje	1.0
taistoi	3.0
taistu	1.0
tait	394.0
taitce	6.0
taitelle	1.0
taitil	1.0
tala	1.0
talage	1.0
talant	1.0
tale	2.0
talent	1.0
tales	1.0
talons	6.0
tals	1.0
tambourina	1.0
tambourinait	1.0
tamuserait	1.0
tanch	1.0
tandis	66.0
tant	20.0
tante	65.0
tap	5.0
tapait	2.0
tape	2.0
taper	3.0
tapes	1.0
tapie	1.0
tapies	1.0
tapis	3.0
tapisserie	1.0
tapisseries	1.0
tapota	7.0
tapotant	3.0
tapote	1.0
tapoter	2.0
tappartient	1.0
tappelles	1.0
tapporter	1.0
tapprendre	1.0
tapprtais	1.0
tard	50.0
tarder	2.0
tarentule	1.0
tarracher	1.0
tarrive	3.0
tarrte	1.0
tarte	1.0
tartes	1.0
tas	15.0
tasse	4.0
tasses	3.0
tassrent	1.0
tat	12.0
tats	1.0
tattend	1.0
taupe	1.0
tavais	2.0
tavait	1.0
tche	4.0
tcrirait	1.0
tcrire	1.0
te	102.0
ted	1.0
teigne	12.0
teignoir	1.0
teint	22.0
teinte	3.0
tel	10.0
telle	15.0
tellement	28.0
telles	1.0
tels	2.0
temparer	1.0
temprature	3.0
temps	104.0
tempsci	1.0
tempset	1.0
tempsl	3.0
tempte	7.0
ten	12.0
tenaient	7.0
tenais	1.0
tenait	33.0
tenant	4.0
tendaient	1.0
tendance	1.0
tendant	2.0
tendez	2.0
tendirent	1.0
tendit	15.0
tendre	1.0
tendu	1.0
tendue	1.0
tenez	1.0
tenezvous	1.0
teniez	1.0
tenir	13.0
tennuie	1.0
tennuierait	1.0
tent	2.0
tentacules	3.0
tentait	1.0
tentative	1.0
tente	1.0
tenter	3.0
tentraner	1.0
tenu	3.0
tenue	1.0
tenverra	1.0
tenvoyer	2.0
terence	1.0
terme	1.0
termin	7.0
termina	1.0
terminaient	1.0
termine	2.0
terminent	1.0
terminer	2.0
termines	1.0
terne	1.0
ternel	1.0
ternies	1.0
ternit	2.0
ternua	1.0
ternuer	1.0
terrain	20.0
terre	31.0
terrer	1.0
terres	1.0
terreur	7.0
terrible	7.0
terriblement	2.0
terribles	3.0
terrifi	5.0
terrifiant	1.0
terrifie	2.0
terrifier	1.0
terry	2.0
tes	57.0
tests	2.0
tesvous	4.0
texpliquer	3.0
th	16.0
thire	3.0
thmes	1.0
thomas	2.0
thorique	1.0
ti	1.0
tics	1.0
tide	1.0
tien	5.0
tiendrez	1.0
tienne	2.0
tiennent	1.0
tiens	10.0
tient	1.0
tiez	4.0
tignasse	1.0
tigr	5.0
timagines	1.0
timbre	1.0
timbreposte	2.0
timidement	3.0
tincelaient	2.0
tincelait	4.0
tincelant	4.0
tincelante	1.0
tincelants	4.0
tinceler	1.0
tincelles	6.0
tinquite	7.0
tintements	1.0
tinterdis	1.0
tintinnabuler	1.0
tions	2.0
tiquette	1.0
tir	3.0
tira	10.0
tirade	1.0
tiraient	2.0
tirait	3.0
tire	1.0
tirebouchon	2.0
tiredaile	1.0
tirer	6.0
tirs	2.0
tisonnier	2.0
tissu	2.0
titre	1.0
titres	2.0
titubant	1.0
tl	1.0
tlescope	3.0
tlescopes	1.0
tlphon	1.0
tlphone	4.0
tlphoner	1.0
tlspectateurs	1.0
tlvis	2.0
tlvision	10.0
tmoignages	2.0
tmoigner	1.0
tmoins	1.0
tnbres	3.0
toast	3.0
toasts	1.0
toffe	1.0
toffre	1.0
toffrir	2.0
toi	70.0
toil	1.0
toile	1.0
toiles	6.0
toilettes	13.0
toimme	2.0
toit	5.0
tom	1.0
tomates	1.0
tomb	5.0
tomba	25.0
tombait	5.0
tombe	4.0
tomber	47.0
tombrent	4.0
tombs	1.0
ton	78.0
tonitruant	1.0
tonitruante	1.0
tonn	4.0
tonna	3.0
tonnant	9.0
tonnants	1.0
tonnatelle	1.0
tonnatil	1.0
tonne	1.0
tonneaux	1.0
tonnerre	4.0
tonns	1.0
tont	4.0
top	1.0
torches	2.0
tordant	1.0
tordre	1.0
tordu	1.0
tordue	2.0
torse	1.0
tort	4.0
tortillant	1.0
tortue	1.0
tortueuses	1.0
total	1.0
totale	1.0
totalement	1.0
totalus	1.0
toubliera	1.0
touch	1.0
toucha	2.0
touchaient	1.0
touchait	1.0
touche	1.0
touchent	1.0
toucher	11.0
touff	2.0
touffa	1.0
touffaient	1.0
touffant	1.0
touffante	2.0
touffe	4.0
touffer	1.0
touffes	1.0
touffu	25.0
touffus	1.0
toujours	97.0
tour	38.0
tourbillon	2.0
tourdesac	1.0
tourdi	1.0
touriste	1.0
touristes	1.0
tourn	3.0
tourna	28.0
tournaient	1.0
tournait	7.0
tournant	9.0
tourne	1.0
tourner	10.0
tournez	2.0
tourniquets	2.0
tournoyaient	1.0
tournoyait	1.0
tournoyer	2.0
tournrent	3.0
tourns	1.0
tours	5.0
tous	111.0
toussa	1.0
tousser	1.0
toussota	1.0
tout	338.0
toute	63.0
toutefois	1.0
toutes	39.0
toux	1.0
trac	1.0
trace	3.0
traces	1.0
trahirait	1.0
trahissaient	1.0
trahissait	1.0
train	53.0
trait	3.0
traitaient	1.0
traite	1.0
traiter	1.0
traits	1.0
trajectoire	1.0
trajet	1.0
trames	1.0
trana	2.0
tranait	2.0
tranant	3.0
tranante	2.0
trancha	1.0
trancher	1.0
tranches	1.0
traner	1.0
tranes	1.0
tranez	1.0
trange	23.0
trangement	2.0
tranger	1.0
tranges	5.0
trangl	1.0
tranquille	7.0
tranquillement	2.0
tranquilles	3.0
tranquillit	1.0
tranrent	1.0
transe	1.0
transform	1.0
transforma	3.0
transforme	1.0
transformer	6.0
transfr	1.0
transfrer	1.0
transmis	1.0
transparents	1.0
transperaient	1.0
transporter	4.0
transports	1.0
trappe	11.0
traquant	1.0
travail	10.0
travaill	1.0
travailla	2.0
travaillaient	1.0
travaillant	1.0
travaille	1.0
travailler	8.0
travers	32.0
traversa	7.0
traversaient	1.0
traversait	5.0
traversant	3.0
traverse	8.0
traverser	6.0
traversrent	3.0
trbucha	4.0
trbuchant	2.0
trbucher	1.0
tre	84.0
treignait	1.0
treinte	3.0
tremblaient	1.0
tremblait	1.0
tremblant	8.0
tremblante	4.0
tremblantes	4.0
tremblants	2.0
tremblement	2.0
trembler	6.0
tremblota	1.0
trembloter	1.0
tremblrent	2.0
tremper	1.0
tremps	1.0
trenna	1.0
trent	1.0
trente	5.0
trenteneuf	1.0
trentesept	1.0
trentesix	1.0
trevor	1.0
tricher	1.0
tricherie	1.0
tricot	1.0
tricotait	1.0
